,tweets,cleaned_tweets
1399,@Keaton_Abdul Question tht went to Harvard....,question tht
1400,"@kayleighmcenany @realDonaldTrump Harvard called, they want you to return that degree due to being an embarrassment to the university",return degre embarrass univers
1401,@kayleighmcenany Harvard grad supposedly yet so gullible,grad suppos gullibl
1402,"""I am more and more convinced that to spread English ideas of law and justice is the one vocation of the English people as it will probably be our one permanent achievement""

- A.V.Dicey in his letter to Oliver Wendell Holmes in 1900 (from: Harvard Library) https://t.co/XjqFrBJPza",convinc spread english idea law justic vocat english peopl perman achiev dicey letter oliv wendel holm librari
1403,"@tr0n40 @erica4advocacy @CNN You can do that collage in the reverse easily, your false narrative is bullshit, why not protest black murders of@blacks, oh doesn’t fit your false narrative, read the Harvard study",collag revers easili fals narrat bullshit protest black murder fit fals narrat read studi
1404,That feeling when of your college dorm mates is the co-author of the top paper on Harvard Business Review's daily alerts. https://t.co/kprv22tofF,feel colleg dorm mate author paper busi review daili alert
1405,"Join us this Friday for a virtual workshop ""When Thinking Becomes Routine: Using Thinking Routines as More than Activities."" Oct 30, 6:30 0 - 8:30PM, Boston Time https://t.co/W2FwPtMb9y #PZVirtual @RonRitchhart @mchurch_thinks #OnlineEducation https://t.co/uK9w5Ui3xF",join friday virtual workshop routin routin activ oct boston time pzvirtual onlineeduc
1406,"Discover the power of thinking routines tomorrow with @mchurch_thinks in a 2-hour virtual workshop. Friday, October 30, 6:30 - 8:30PM Boston Time. https://t.co/W2FwPtMb9y @RonRitchhart #professionaldevelopment #teaching #PZVirtual https://t.co/cZLZm2j40d",discov power routin tomorrow virtual workshop friday octob boston time teach pzvirtual
1407,"Calling scholars! ASN welcoming proposals for theoretical/empirical studies on Ukraine, Eurasia, nationalism, migration and more for #virtualASN 2021 Convention! Deadline 11 Nov. See: https://t.co/PnlShQrMQG Pass it on @huri_harvard @CamUkrainistyka @fulbrightUA @Krytyka_Ukraine https://t.co/bNZ4gT9EcJ",scholar asn propos theoret empir studi ukrain eurasia nation migrat virtualasn convent deadlin nov pass
1408,"Calling scholars! ASN welcoming proposals for theoretical/empirical studies on Eurasia, nationalism, migration and more for virtual 2021 Convention! Deadline 11 Nov. See: https://t.co/PnlShQrMQG Pass it on @HarrimanInst @DCRES_Harvard @umichCREES @CamSlavicDept @NYUJordanCenter https://t.co/kDqEh6u5k1",scholar asn propos theoret empir studi eurasia nation migrat virtual convent deadlin nov pass
1409,@jaeffrs harvard,
1410,Seasonality of the SARS 2 Coronavirus | Harvard Magazine https://t.co/ERYw9Fe2Yu #covid19 #coronavirus,season sar coronavirus magazin coronavirus
1411,@notnatsy S20 Marketing Harvard,market
1412,"@RoyalCityRauco1 @Karminatarian @JanGilson @ithrah69 @MrBassFace @McAmberdawn @Cool_Phoenix333 @SimonJester007 @LuAnn_1970 @cocozl2 @MarkFridlington @jamonthebottom @ItsaTradeThing @AndyW5352 @ShakubukuLounge @tmorello is not just a great guitarist, but he may just be one of the smartest people to play the instrument, with a degree from Harvard. One of the people who should be followed on Twitter with his cogent arguments on current events.",great guitarist smartest peopl play instrument degre peopl twitter cogent argument event
1413,"New #fund aimed at ""hard sell"" #startups. Btw, that can be anything that isn't popular with #VCS or challenging to explain... more of these needed!!
https://t.co/lP27wTuU4F",fund aim sell startup btw popular vcs challeng explain
1414,"@ABastronomy @ErinBanco The virus will spread, quickly or less so, until herd immunity is reached.” - Katherine Yih, epidemiologist at Harvard Medical School
Dr. Yih is not trying to kill people by herd immunity
https://t.co/adi9iu43lI",virus spread herd immun reach katherin yih epidemiologist hms medic yih kill peopl herd immun
1415,"Feels like a good time to know more about the US Supreme Court. This book review from a Harvard Law Professor is a good place to start. 

https://t.co/OJ4p8ZupY4

(Via @TheBrowser)",feel good time suprem court book review law professor good start
1416,The anniversary of women’s suffrage &amp; the US election have brought voting rights to the forefront of American politics - tonight panelists from the Harvard Art Museums will examine individual artworks &amp; discuss the role of art in advancing equality https://t.co/uLkaNbOFw6 https://t.co/id3cT28Q0I,anniversari women suffrag elect brought vote forefront american polit tonight panelist art museum examin individu artwork discuss role art advanc equal
1417,"Today at 5pm ET - a panel including Harvard Prof. Danielle Allen, Director of Safra Center for Ethics &amp; Cambridge Mayor Sumbul Siddiqui will discuss the importance of local voter participation, education and civic engagement https://t.co/urcRYf4cQA https://t.co/mv1MUnMWCi",today panel includ prof daniell allen director safra center ethic cambridg mayor sumbul siddiqui discuss local voter particip educ civic engag
1418,"@DevalPatrick @GovBillWeld So I wonder whose spot you took at Milton Academy and at Harvard. By the way, how many times did it take you to pass the Massachusetts bar exam? Overrated then overrated now. Forgotten but not gone “Squeaky”.",spot milton academi time pass massachusett bar exam overr overr forgotten squeaki
1419,"Ahead of holiday travel, Harvard researchers say that airplane ventilation systems filter out 99% of airborne viruses. 
https://t.co/FIoQEizNx1 https://t.co/8ex1W3r2xn",ahead holiday travel airplan ventil filter airborn virus
1420,@CecilCOLiberty @Trashcanman18 @RepMattGaetz And Mr. Harvard Alex Bates says these random numbers are correct because he's an Ivory Tower elitist and can't be wrong. How dare a blue collar combat vet question HIS random numbers.  This white male did not grow up in the same environment you did.,alex bate random number correct ivori tower elitist wrong dare blue collar combat vet question random number white male grow environ
1421,@CecilCOLiberty @thomsherry1 @RepMattGaetz You are ignorant if you couldn't find it until now. Maybe just maybe you couldn't find it because of confirmation bias and cognitive dissonance. Might want to expand outside of your echo chamber Harvard boy.,confirm bias cognit disson expand echo chamber boy
1422,"Leon Czolgosz, the assassin of U.S. President William McKinley, is executed by electrocution.

1921: Harvard University loses to Centre College, ending a 25-game football winning streak. The game will come to be considered one of the biggest upsets in college football.

4/",leon czolgosz assassin presid william mckinley execut electrocut lose centr colleg footbal win streak game biggest upset colleg footbal
1423,"1636: The Massachusetts Bay Colony votes to establish a theological college. It will later become Harvard University.

1726: Jonathan Swift publishes ""Gulliver's Travels.""

2/",massachusett bay coloni vote establish theolog colleg jonathan swift publish gulliv travel
1424,Harvard team: Covid risk on planes is lower than grocery stores https://t.co/9vSlSQO793 via @TWTravelNews,team covid risk plane lower groceri store
1425,"@Amb_Ore @ItsNicholasEA when I heard Harvard University, I calm down, I bin wan go collect my school fees back from FUTA before.",heard calm bin wan collect school fee futa
1426,"With proper precautions, a Harvard epidemiologist says, voting ""would be similar to going grocery shopping or going into a restaurant and picking up a takeout order but having to wait for the order to come up.” https://t.co/Gj3TCngHAY via @statnews",proper precaut epidemiologist vote groceri shop restaur pick takeout order wait order
1427,"@CBCNews @AaronWherry She had a bachelor of arts degree in Russian history and literature from Harvard University and a master of studies degree in Slavonic Studies from St Antony's College. 
She’s a communist folks. https://t.co/1byD6DQZ9g",bachelor art degre russian histori literatur master studi degre slavon studi antoni colleg communist folk
1428,"@CBCToronto Bachelor of Arts degree in Russian history and literature from Harvard University and a master of studies degree in Slavonic Studies from St Antony's College. 
She’s a communist folks. https://t.co/RedjdysLO0",bachelor art degre russian histori literatur master studi degre slavon studi antoni colleg communist folk
1429,"Harvard Professor of Statistics Xiao-Li Meng explains why philosophers &amp; others should be an integral part of our discussions about data, especially given some of the serious ethical and social challenges we face.  https://t.co/tVp491Y5LI",professor statist xiao meng explain philosoph integr discuss data ethic social challeng face
1430,"Congrats to Dr. Jamee Elder on successfully defending her dissertation (ND HPS) on ""The Epistemology of Gravitational Wave Astrophysics""!  We're excited to welcome her to Boston as she takes up a Fellows position at the Black Hole Initiative at Harvard 🎉https://t.co/fAUf0SQV5F",congrat jame elder defend dissert hps epistemolog gravit wave astrophys excit boston fellow posit black hole initi
1431,"#insidequantumtechnology
@InQuantumTech 

Mathias Van Den Bossche, Thales (Space division)
Prineha (Pri) Narang, Aliro &amp; Harvard University
Saikat Guha, University of Arizona

""We have moved to the quantum internet"" Mathias https://t.co/YA9QEg0NVw",mathia van den bossch thale space divis prineha pri narang aliro saikat guha univers arizona quantum internet mathia
1432,"@rowanwcroft @jeanandanto Jean who is a world authority on global affairs. Instrumental  in Human Rights, a member of the International Covenant on Economic, Social, and Cultural affairs. Honorary doctorates from Harvard, Cambridge &amp; Trinity. 🤐",jean author global affair instrument human member intern coven econom social cultur affair honorari doctor cambridg triniti
1433,Have you flown during the pandemic? Do you feel safe on an airplane? (via CNN) https://t.co/A5G39kPTsk,flown pandem feel safe airplan cnn
1434,"@ThapaliyaK @AJansen118 @MyalgicE @sashanimmo @KathyCollett7 @MenziesHealth @Griffith_Uni @OpenMedF @MEResearchUK @JanetDafoe Hi there Kiran! OMF has never funded any of my work, but I'd be happy to chat with you about what we're working on here in my neuroimaging lab. 
vanelzak (at) nmr (dot) mgh (dot) harvard (dot) edu",kiran omf fund work happi chat work neuroimag lab vanelzak nmr dot mgh dot dot
1435,@realDonaldTrump Deep state theories are like UFO sightings. They never come from places like Harvard Square. It's always from somewhere like Green Acres.,deep state theori ufo sight squar green acr
1436,@__Mass I’ll start applying even bro. Harvard?,start appli bro
1437,"@hagenilda Golly, who could have possibly forseen that Oxford, Cambridge, Harvard and Princeton would make the cut? What a turn-up for the books!",golli forseen oxford cambridg princeton cut turn book
